// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 24 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891
// command took 2.33s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891
// command took 3.79s and exited with 0
// ***** Done, took 00:00:06 (6.38 sec)   *****
// Found 6 benchmarks:
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]

// **************************
// Benchmark: FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.FastMemberObjectMapperBenchMark.As(Rows: 10)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 0 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-UTNKKR(InvocationCount=1, UnrollFactor=1)

JsonObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 2.593 ms, StdErr = 0.012 ms (0.47%), N = 15, StdDev = 0.048 ms
Min = 2.536 ms, Q1 = 2.550 ms, Median = 2.597 ms, Q3 = 2.623 ms, Max = 2.696 ms
IQR = 0.074 ms, LowerFence = 2.439 ms, UpperFence = 2.734 ms
ConfidenceInterval = [2.543 ms; 2.644 ms] (CI 99.9%), Margin = 0.051 ms (1.96% of Mean)
Skewness = 0.41, Kurtosis = 2.14, MValue = 2
-------------------- Histogram --------------------
[2.533 ms ; 2.595 ms) | @@@@@@@
[2.595 ms ; 2.722 ms) | @@@@@@@@
---------------------------------------------------

OptimizedReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 2.837 ms, StdErr = 0.016 ms (0.55%), N = 34, StdDev = 0.091 ms
Min = 2.743 ms, Q1 = 2.766 ms, Median = 2.798 ms, Q3 = 2.904 ms, Max = 3.056 ms
IQR = 0.138 ms, LowerFence = 2.559 ms, UpperFence = 3.111 ms
ConfidenceInterval = [2.781 ms; 2.894 ms] (CI 99.9%), Margin = 0.057 ms (2.00% of Mean)
Skewness = 0.8, Kurtosis = 2.28, MValue = 2
-------------------- Histogram --------------------
[2.743 ms ; 2.817 ms) | @@@@@@@@@@@@@@@@@@@@
[2.817 ms ; 2.921 ms) | @@@@@@@@
[2.921 ms ; 3.015 ms) | @@@@@
[3.015 ms ; 3.093 ms) | @
---------------------------------------------------

ReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 8.034 ms, StdErr = 0.040 ms (0.50%), N = 19, StdDev = 0.175 ms
Min = 7.777 ms, Q1 = 7.917 ms, Median = 8.017 ms, Q3 = 8.141 ms, Max = 8.364 ms
IQR = 0.224 ms, LowerFence = 7.581 ms, UpperFence = 8.478 ms
ConfidenceInterval = [7.876 ms; 8.191 ms] (CI 99.9%), Margin = 0.157 ms (1.96% of Mean)
Skewness = 0.26, Kurtosis = 1.94, MValue = 2
-------------------- Histogram --------------------
[7.744 ms ; 7.943 ms) | @@@@@
[7.943 ms ; 8.116 ms) | @@@@@@@@@
[8.116 ms ; 8.450 ms) | @@@@@
---------------------------------------------------

FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 826.223 μs, StdErr = 4.677 μs (0.57%), N = 56, StdDev = 35.000 μs
Min = 787.200 μs, Q1 = 797.375 μs, Median = 814.150 μs, Q3 = 841.600 μs, Max = 906.400 μs
IQR = 44.225 μs, LowerFence = 731.038 μs, UpperFence = 907.938 μs
ConfidenceInterval = [809.964 μs; 842.482 μs] (CI 99.9%), Margin = 16.259 μs (1.97% of Mean)
Skewness = 0.96, Kurtosis = 2.69, MValue = 2.32
-------------------- Histogram --------------------
[775.193 μs ; 814.757 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[814.757 μs ; 840.907 μs) | @@@@@@@@@@@@@
[840.907 μs ; 865.807 μs) | @@@@@
[865.807 μs ; 918.407 μs) | @@@@@@@@@
---------------------------------------------------

JsonObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 727.425 μs, StdErr = 5.982 μs (0.82%), N = 93, StdDev = 57.688 μs
Min = 649.800 μs, Q1 = 682.700 μs, Median = 714.400 μs, Q3 = 746.600 μs, Max = 869.300 μs
IQR = 63.900 μs, LowerFence = 586.850 μs, UpperFence = 842.450 μs
ConfidenceInterval = [707.089 μs; 747.760 μs] (CI 99.9%), Margin = 20.335 μs (2.80% of Mean)
Skewness = 1.12, Kurtosis = 3.3, MValue = 2
-------------------- Histogram --------------------
[633.088 μs ; 665.238 μs) | @@
[665.238 μs ; 698.738 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@
[698.738 μs ; 732.162 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[732.162 μs ; 767.412 μs) | @@@@@@@@@@@
[767.412 μs ; 810.062 μs) | @@@@
[810.062 μs ; 840.388 μs) | @@
[840.388 μs ; 873.812 μs) | @@@@@@@@@@
---------------------------------------------------

OptimizedReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 940.680 μs, StdErr = 4.497 μs (0.48%), N = 15, StdDev = 17.416 μs
Min = 915.400 μs, Q1 = 924.450 μs, Median = 939.000 μs, Q3 = 952.000 μs, Max = 973.200 μs
IQR = 27.550 μs, LowerFence = 883.125 μs, UpperFence = 993.325 μs
ConfidenceInterval = [922.061 μs; 959.299 μs] (CI 99.9%), Margin = 18.619 μs (1.98% of Mean)
Skewness = 0.2, Kurtosis = 1.76, MValue = 2
-------------------- Histogram --------------------
[911.331 μs ; 935.204 μs) | @@@@@
[935.204 μs ; 976.115 μs) | @@@@@@@@@@
---------------------------------------------------

ReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 871.133 μs, StdErr = 3.810 μs (0.44%), N = 12, StdDev = 13.197 μs
Min = 854.200 μs, Q1 = 861.200 μs, Median = 866.050 μs, Q3 = 882.225 μs, Max = 897.100 μs
IQR = 21.025 μs, LowerFence = 829.663 μs, UpperFence = 913.763 μs
ConfidenceInterval = [854.230 μs; 888.036 μs] (CI 99.9%), Margin = 16.903 μs (1.94% of Mean)
Skewness = 0.48, Kurtosis = 1.79, MValue = 2
-------------------- Histogram --------------------
[851.598 μs ; 872.240 μs) | @@@@@@@
[872.240 μs ; 904.665 μs) | @@@@@
---------------------------------------------------

FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 77.481 ms, StdErr = 0.054 ms (0.07%), N = 14, StdDev = 0.202 ms
Min = 77.069 ms, Q1 = 77.335 ms, Median = 77.499 ms, Q3 = 77.594 ms, Max = 77.844 ms
IQR = 0.259 ms, LowerFence = 76.946 ms, UpperFence = 77.982 ms
ConfidenceInterval = [77.253 ms; 77.708 ms] (CI 99.9%), Margin = 0.228 ms (0.29% of Mean)
Skewness = -0.14, Kurtosis = 2.35, MValue = 2
-------------------- Histogram --------------------
[76.959 ms ; 77.954 ms) | @@@@@@@@@@@@@@
---------------------------------------------------

JsonObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 21.850 ms, StdErr = 0.056 ms (0.26%), N = 12, StdDev = 0.193 ms
Min = 21.420 ms, Q1 = 21.751 ms, Median = 21.865 ms, Q3 = 21.973 ms, Max = 22.092 ms
IQR = 0.222 ms, LowerFence = 21.418 ms, UpperFence = 22.307 ms
ConfidenceInterval = [21.602 ms; 22.098 ms] (CI 99.9%), Margin = 0.248 ms (1.13% of Mean)
Skewness = -0.65, Kurtosis = 2.54, MValue = 2
-------------------- Histogram --------------------
[21.310 ms ; 22.203 ms) | @@@@@@@@@@@@
---------------------------------------------------

OptimizedReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 21.017 ms, StdErr = 0.021 ms (0.10%), N = 14, StdDev = 0.079 ms
Min = 20.883 ms, Q1 = 20.969 ms, Median = 21.007 ms, Q3 = 21.071 ms, Max = 21.186 ms
IQR = 0.102 ms, LowerFence = 20.817 ms, UpperFence = 21.224 ms
ConfidenceInterval = [20.928 ms; 21.107 ms] (CI 99.9%), Margin = 0.090 ms (0.43% of Mean)
Skewness = 0.45, Kurtosis = 2.41, MValue = 2
-------------------- Histogram --------------------
[20.839 ms ; 21.229 ms) | @@@@@@@@@@@@@@
---------------------------------------------------

ReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 78.895 ms, StdErr = 0.070 ms (0.09%), N = 14, StdDev = 0.262 ms
Min = 78.573 ms, Q1 = 78.654 ms, Median = 78.872 ms, Q3 = 79.012 ms, Max = 79.384 ms
IQR = 0.358 ms, LowerFence = 78.117 ms, UpperFence = 79.548 ms
ConfidenceInterval = [78.599 ms; 79.191 ms] (CI 99.9%), Margin = 0.296 ms (0.38% of Mean)
Skewness = 0.43, Kurtosis = 1.87, MValue = 2
-------------------- Histogram --------------------
[78.430 ms ; 79.527 ms) | @@@@@@@@@@@@@@
---------------------------------------------------

FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 950.641 μs, StdErr = 4.686 μs (0.49%), N = 17, StdDev = 19.322 μs
Min = 916.900 μs, Q1 = 942.400 μs, Median = 947.800 μs, Q3 = 955.800 μs, Max = 993.400 μs
IQR = 13.400 μs, LowerFence = 922.300 μs, UpperFence = 975.900 μs
ConfidenceInterval = [931.826 μs; 969.456 μs] (CI 99.9%), Margin = 18.815 μs (1.98% of Mean)
Skewness = 0.47, Kurtosis = 2.64, MValue = 2
-------------------- Histogram --------------------
[916.037 μs ; 939.237 μs) | @@@
[939.237 μs ; 958.963 μs) | @@@@@@@@@@
[958.963 μs ; 993.613 μs) | @@@@
---------------------------------------------------

JsonObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 815.520 μs, StdErr = 4.612 μs (0.57%), N = 46, StdDev = 31.282 μs
Min = 710.100 μs, Q1 = 809.700 μs, Median = 823.650 μs, Q3 = 828.900 μs, Max = 857.900 μs
IQR = 19.200 μs, LowerFence = 780.900 μs, UpperFence = 857.700 μs
ConfidenceInterval = [799.283 μs; 831.756 μs] (CI 99.9%), Margin = 16.236 μs (1.99% of Mean)
Skewness = -1.78, Kurtosis = 6.07, MValue = 2
-------------------- Histogram --------------------
[698.641 μs ; 723.741 μs) | @
[723.741 μs ; 746.659 μs) | @@@
[746.659 μs ; 769.577 μs) | 
[769.577 μs ; 785.291 μs) | 
[785.291 μs ; 807.141 μs) | @@@@@
[807.141 μs ; 830.059 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@
[830.059 μs ; 869.359 μs) | @@@@@@@@@@@
---------------------------------------------------

OptimizedReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 1.115 ms, StdErr = 0.006 ms (0.58%), N = 66, StdDev = 0.052 ms
Min = 0.971 ms, Q1 = 1.098 ms, Median = 1.123 ms, Q3 = 1.148 ms, Max = 1.227 ms
IQR = 0.049 ms, LowerFence = 1.024 ms, UpperFence = 1.222 ms
ConfidenceInterval = [1.092 ms; 1.137 ms] (CI 99.9%), Margin = 0.022 ms (1.99% of Mean)
Skewness = -0.77, Kurtosis = 3.72, MValue = 2
-------------------- Histogram --------------------
[0.966 ms ; 1.005 ms) | @@@
[1.005 ms ; 1.039 ms) | @@@@@
[1.039 ms ; 1.062 ms) | @
[1.062 ms ; 1.096 ms) | @@@@@@@
[1.096 ms ; 1.130 ms) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@
[1.130 ms ; 1.173 ms) | @@@@@@@@@@@@@@@@@@
[1.173 ms ; 1.229 ms) | @@@@
---------------------------------------------------

ReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 1.040 ms, StdErr = 0.006 ms (0.54%), N = 34, StdDev = 0.033 ms
Min = 0.940 ms, Q1 = 1.024 ms, Median = 1.044 ms, Q3 = 1.061 ms, Max = 1.115 ms
IQR = 0.037 ms, LowerFence = 0.970 ms, UpperFence = 1.116 ms
ConfidenceInterval = [1.020 ms; 1.060 ms] (CI 99.9%), Margin = 0.020 ms (1.95% of Mean)
Skewness = -0.86, Kurtosis = 4.81, MValue = 2
-------------------- Histogram --------------------
[0.936 ms ; 0.962 ms) | @@
[0.962 ms ; 1.004 ms) | 
[1.004 ms ; 1.032 ms) | @@@@@@@@
[1.032 ms ; 1.058 ms) | @@@@@@@@@@@@@@@
[1.058 ms ; 1.102 ms) | @@@@@@@@
[1.102 ms ; 1.128 ms) | @
---------------------------------------------------

FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 7.665 s, StdErr = 0.014 s (0.18%), N = 12, StdDev = 0.048 s
Min = 7.586 s, Q1 = 7.645 s, Median = 7.671 s, Q3 = 7.685 s, Max = 7.742 s
IQR = 0.040 s, LowerFence = 7.586 s, UpperFence = 7.745 s
ConfidenceInterval = [7.604 s; 7.726 s] (CI 99.9%), Margin = 0.061 s (0.80% of Mean)
Skewness = -0.26, Kurtosis = 2.04, MValue = 2
-------------------- Histogram --------------------
[7.559 s ; 7.753 s) | @@@@@@@@@@@@
---------------------------------------------------

JsonObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 2.107 s, StdErr = 0.001 s (0.05%), N = 12, StdDev = 0.004 s
Min = 2.102 s, Q1 = 2.105 s, Median = 2.106 s, Q3 = 2.110 s, Max = 2.114 s
IQR = 0.005 s, LowerFence = 2.097 s, UpperFence = 2.118 s
ConfidenceInterval = [2.102 s; 2.112 s] (CI 99.9%), Margin = 0.005 s (0.23% of Mean)
Skewness = 0.47, Kurtosis = 1.94, MValue = 2
-------------------- Histogram --------------------
[2.100 s ; 2.116 s) | @@@@@@@@@@@@
---------------------------------------------------

OptimizedReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 2.027 s, StdErr = 0.005 s (0.25%), N = 13, StdDev = 0.018 s
Min = 2.012 s, Q1 = 2.016 s, Median = 2.020 s, Q3 = 2.029 s, Max = 2.078 s
IQR = 0.013 s, LowerFence = 1.996 s, UpperFence = 2.049 s
ConfidenceInterval = [2.005 s; 2.049 s] (CI 99.9%), Margin = 0.022 s (1.07% of Mean)
Skewness = 1.62, Kurtosis = 4.92, MValue = 2
-------------------- Histogram --------------------
[2.002 s ; 2.088 s) | @@@@@@@@@@@@@
---------------------------------------------------

ReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 7.799 s, StdErr = 0.021 s (0.27%), N = 15, StdDev = 0.080 s
Min = 7.622 s, Q1 = 7.751 s, Median = 7.785 s, Q3 = 7.852 s, Max = 7.921 s
IQR = 0.101 s, LowerFence = 7.599 s, UpperFence = 8.004 s
ConfidenceInterval = [7.713 s; 7.884 s] (CI 99.9%), Margin = 0.086 s (1.10% of Mean)
Skewness = -0.19, Kurtosis = 2.47, MValue = 2
-------------------- Histogram --------------------
[7.579 s ; 7.964 s) | @@@@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=Windows 10.0.18362.836 (1903/May2019Update/19H1)
Intel Core i7-3630QM CPU 2.40GHz (Ivy Bridge), 1 CPU, 8 logical and 4 physical cores
.NET Core SDK=2.2.110
  [Host]     : .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
  Job-SJTQXC : .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT

InvocationCount=1  UnrollFactor=1  

|                                     Type |  Method |  Rows |           Mean |        Error |       StdDev |
|----------------------------------------- |-------- |------ |---------------:|-------------:|-------------:|
|          FastMemberObjectMapperBenchMark |      As |    10 |       828.4 μs |     15.50 μs |     26.32 μs |
|                JsonObjectMapperBenchMark |      As |    10 |       692.2 μs |     13.71 μs |     31.23 μs |
| OptimizedReflectionObjectMapperBenchMark |      As |    10 |       933.8 μs |     18.56 μs |     19.06 μs |
|          ReflectionObjectMapperBenchMark |      As |    10 |       868.8 μs |     13.24 μs |     11.06 μs |
|          FastMemberObjectMapperBenchMark | AsArray |    10 |     7,992.4 μs |    155.57 μs |    172.92 μs |
|                JsonObjectMapperBenchMark | AsArray |    10 |     2,593.4 μs |     50.87 μs |     47.59 μs |
| OptimizedReflectionObjectMapperBenchMark | AsArray |    10 |     2,837.4 μs |     56.63 μs |     91.45 μs |
|          ReflectionObjectMapperBenchMark | AsArray |    10 |     8,033.6 μs |    157.33 μs |    174.87 μs |
|          FastMemberObjectMapperBenchMark |      As |   100 |       826.2 μs |     16.26 μs |     35.00 μs |
|                JsonObjectMapperBenchMark |      As |   100 |       727.4 μs |     20.34 μs |     57.69 μs |
| OptimizedReflectionObjectMapperBenchMark |      As |   100 |       940.7 μs |     18.62 μs |     17.42 μs |
|          ReflectionObjectMapperBenchMark |      As |   100 |       871.1 μs |     16.90 μs |     13.20 μs |
|          FastMemberObjectMapperBenchMark | AsArray |   100 |    77,480.8 μs |    227.60 μs |    201.76 μs |
|                JsonObjectMapperBenchMark | AsArray |   100 |    21,849.9 μs |    247.75 μs |    193.43 μs |
| OptimizedReflectionObjectMapperBenchMark | AsArray |   100 |    21,017.3 μs |     89.54 μs |     79.38 μs |
|          ReflectionObjectMapperBenchMark | AsArray |   100 |    78,895.3 μs |    295.96 μs |    262.36 μs |
|          FastMemberObjectMapperBenchMark |      As | 10000 |       950.6 μs |     18.82 μs |     19.32 μs |
|                JsonObjectMapperBenchMark |      As | 10000 |       815.5 μs |     16.24 μs |     31.28 μs |
| OptimizedReflectionObjectMapperBenchMark |      As | 10000 |     1,114.6 μs |     22.19 μs |     52.31 μs |
|          ReflectionObjectMapperBenchMark |      As | 10000 |     1,040.1 μs |     20.29 μs |     32.76 μs |
|          FastMemberObjectMapperBenchMark | AsArray | 10000 | 7,665,265.0 μs | 61,077.52 μs | 47,685.31 μs |
|                JsonObjectMapperBenchMark | AsArray | 10000 | 2,106,959.5 μs |  4,782.32 μs |  3,733.72 μs |
| OptimizedReflectionObjectMapperBenchMark | AsArray | 10000 | 2,026,914.6 μs | 21,725.13 μs | 18,141.47 μs |
|          ReflectionObjectMapperBenchMark | AsArray | 10000 | 7,798,628.1 μs | 85,820.13 μs | 80,276.21 μs |

// * Warnings *
MinIterationTime
  FastMemberObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1               -> The minimum observed iteration time is 796.3000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  JsonObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1                     -> The minimum observed iteration time is 656.9000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  OptimizedReflectionObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1      -> The minimum observed iteration time is 913.5000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  ReflectionObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1               -> The minimum observed iteration time is 858.3000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  FastMemberObjectMapperBenchMark.AsArray: InvocationCount=1, UnrollFactor=1          -> The minimum observed iteration time is 7.7348 ms which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  JsonObjectMapperBenchMark.AsArray: InvocationCount=1, UnrollFactor=1                -> The minimum observed iteration time is 2.5356 ms which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  OptimizedReflectionObjectMapperBenchMark.AsArray: InvocationCount=1, UnrollFactor=1 -> The minimum observed iteration time is 2.7434 ms which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  ReflectionObjectMapperBenchMark.AsArray: InvocationCount=1, UnrollFactor=1          -> The minimum observed iteration time is 7.7775 ms which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  FastMemberObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1               -> The minimum observed iteration time is 787.4000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  JsonObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1                     -> The minimum observed iteration time is 650.0000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  OptimizedReflectionObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1      -> The minimum observed iteration time is 915.6000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  ReflectionObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1               -> The minimum observed iteration time is 854.4000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  FastMemberObjectMapperBenchMark.AsArray: InvocationCount=1, UnrollFactor=1          -> The minimum observed iteration time is 77.0695 ms which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  JsonObjectMapperBenchMark.AsArray: InvocationCount=1, UnrollFactor=1                -> The minimum observed iteration time is 21.4206 ms which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  OptimizedReflectionObjectMapperBenchMark.AsArray: InvocationCount=1, UnrollFactor=1 -> The minimum observed iteration time is 20.8828 ms which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  ReflectionObjectMapperBenchMark.AsArray: InvocationCount=1, UnrollFactor=1          -> The minimum observed iteration time is 78.5731 ms which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  FastMemberObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1               -> The minimum observed iteration time is 917.1000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  JsonObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1                     -> The minimum observed iteration time is 710.3000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  OptimizedReflectionObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1      -> The minimum observed iteration time is 971.4000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.
  ReflectionObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1               -> The minimum observed iteration time is 939.8000 μs which is very small. It's recommended to increase it to at least 100.0000 ms using more operations.

// * Hints *
Outliers
  FastMemberObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1               -> 2 outliers were removed (902.90 μs, 1.14 ms)
  JsonObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1                     -> 6 outliers were removed (792.10 μs..987.40 μs)
  OptimizedReflectionObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1      -> 3 outliers were removed (1.03 ms..1.05 ms)
  ReflectionObjectMapperBenchMark.As: InvocationCount=1, UnrollFactor=1               -> 4 outliers were removed (946.10 μs..1.00 ms)
  JsonObjectMapperBenchMark.AsArray: InvocationCount=1, UnrollFactor=1                -> 3 outliers were removed (2.79 ms..2.94 ms)
